SourceMissingPersonId,original_image,crop_image,status
644409,downloaded_images/644409_1.jpg,face_crops/644409_1.jpg,cropped
648941,downloaded_images/648941_1.jpg,face_crops/648941_1.jpg,cropped
648904,downloaded_images/648904_1.jpg,face_crops/648904_1.jpg,cropped
646115,downloaded_images/646115_6.jpg,face_crops/646115_6.jpg,cropped
644979,downloaded_images/644979_3.jpg,face_crops/644979_3.jpg,cropped
647854,downloaded_images/647854_1.jpg,face_crops/647854_1.jpg,cropped
648701,downloaded_images/648701_10.jpg,face_crops/648701_10.jpg,cropped
646483,downloaded_images/646483_1.jpg,face_crops/646483_1.jpg,cropped
646854,downloaded_images/646854_1.jpg,face_crops/646854_1.jpg,cropped
649246,downloaded_images/649246_1.jpg,face_crops/649246_1.jpg,cropped
648203,downloaded_images/648203_1.jpg,face_crops/648203_1.jpg,cropped
648246,downloaded_images/648246_1.jpg,face_crops/648246_1.jpg,cropped
645025,downloaded_images/645025_1.jpg,face_crops/645025_1.jpg,cropped
647353,downloaded_images/647353_1.jpg,face_crops/647353_1.jpg,cropped
645060,downloaded_images/645060_1.jpg,face_crops/645060_1.jpg,cropped
645823,downloaded_images/645823_1.jpg,face_crops/645823_1.jpg,cropped
644866,downloaded_images/644866_1.jpg,face_crops/644866_1.jpg,cropped
647526,downloaded_images/647526_1.jpg,face_crops/647526_1.jpg,cropped
645615,downloaded_images/645615_1.jpg,face_crops/645615_1.jpg,cropped
644650,downloaded_images/644650_1.jpg,face_crops/644650_1.jpg,cropped
644615,downloaded_images/644615_1.jpg,face_crops/644615_1.jpg,cropped
646131,downloaded_images/646131_7.jpg,face_crops/646131_7.jpg,cropped
645138,downloaded_images/645138_1.jpg,face_crops/645138_1.jpg,cropped
648433,downloaded_images/648433_1.jpg,face_crops/648433_1.jpg,cropped
645551,downloaded_images/645551_1.jpg,face_crops/645551_1.jpg,cropped
648819,downloaded_images/648819_1.jpg,face_crops/648819_1.jpg,cropped
644551,downloaded_images/644551_1.jpg,face_crops/644551_1.jpg,cropped
646397,downloaded_images/646397_5.jpg,face_crops/646397_5.jpg,cropped
644514,downloaded_images/644514_1.jpg,face_crops/644514_1.jpg,cropped
645239,downloaded_images/645239_1.jpg,face_crops/645239_1.jpg,cropped
647949,downloaded_images/647949_1.jpg,face_crops/647949_1.jpg,cropped
644430,downloaded_images/644430_1.jpg,face_crops/644430_1.jpg,cropped
646746,downloaded_images/646746_1.jpg,face_crops/646746_1.jpg,cropped
646397,downloaded_images/646397_1.jpg,face_crops/646397_1.jpg,cropped
647746,downloaded_images/647746_1.jpg,face_crops/647746_1.jpg,cropped
647703,downloaded_images/647703_1.jpg,face_crops/647703_1.jpg,cropped
645789,downloaded_images/645789_1.jpg,face_crops/645789_1.jpg,cropped
648653,downloaded_images/648653_1.jpg,face_crops/648653_1.jpg,cropped
644789,downloaded_images/644789_1.jpg,face_crops/644789_1.jpg,cropped
645103,downloaded_images/645103_3.jpg,face_crops/645103_3.jpg,cropped
646828,downloaded_images/646828_1.jpg,face_crops/646828_1.jpg,cropped
647447,downloaded_images/647447_1.jpg,face_crops/647447_1.jpg,cropped
645731,downloaded_images/645731_1.jpg,face_crops/645731_1.jpg,cropped
647096,downloaded_images/647096_1.jpg,face_crops/647096_1.jpg,cropped
648985,downloaded_images/648985_1.jpg,face_crops/648985_1.jpg,cropped
648552,downloaded_images/648552_1.jpg,face_crops/648552_1.jpg,cropped
646131,downloaded_images/646131_3.jpg,face_crops/646131_3.jpg,cropped
648183,downloaded_images/648183_1.jpg,face_crops/648183_1.jpg,cropped
646539,downloaded_images/646539_2.jpg,face_crops/646539_2.jpg,cropped
645669,downloaded_images/645669_1.jpg,face_crops/645669_1.jpg,cropped
649362,downloaded_images/649362_1.jpg,face_crops/649362_1.jpg,cropped
644669,downloaded_images/644669_1.jpg,face_crops/644669_1.jpg,cropped
647251,downloaded_images/647251_2.jpg,face_crops/647251_2.jpg,cropped
646242,downloaded_images/646242_8.jpg,face_crops/646242_8.jpg,cropped
645907,downloaded_images/645907_1.jpg,face_crops/645907_1.jpg,cropped
645144,downloaded_images/645144_1.jpg,face_crops/645144_1.jpg,cropped
645595,downloaded_images/645595_1.jpg,face_crops/645595_1.jpg,cropped
646251,downloaded_images/646251_2.jpg,face_crops/646251_2.jpg,cropped
645942,downloaded_images/645942_1.jpg,face_crops/645942_1.jpg,cropped
648820,downloaded_images/648820_1.jpg,face_crops/648820_1.jpg,cropped
645568,downloaded_images/645568_1.jpg,face_crops/645568_1.jpg,cropped
647115,downloaded_images/647115_2.jpg,face_crops/647115_2.jpg,cropped
648701,downloaded_images/648701_14.jpg,face_crops/648701_14.jpg,cropped
647970,downloaded_images/647970_1.jpg,face_crops/647970_1.jpg,cropped
645245,downloaded_images/645245_1.jpg,face_crops/645245_1.jpg,cropped
646115,downloaded_images/646115_2.jpg,face_crops/646115_2.jpg,cropped
645184,downloaded_images/645184_1.jpg,face_crops/645184_1.jpg,cropped
645510,downloaded_images/645510_1.jpg,face_crops/645510_1.jpg,cropped
644757,downloaded_images/644757_18.jpg,face_crops/644757_18.jpg,cropped
646666,downloaded_images/646666_1.jpg,face_crops/646666_1.jpg,cropped
646908,downloaded_images/646908_1.jpg,face_crops/646908_1.jpg,cropped
648773,downloaded_images/648773_1.jpg,face_crops/648773_1.jpg,cropped
644654,downloaded_images/644654_1.jpg,face_crops/644654_1.jpg,cropped
646522,downloaded_images/646522_1.jpg,face_crops/646522_1.jpg,cropped
648947,downloaded_images/648947_3.jpg,face_crops/648947_3.jpg,cropped
648437,downloaded_images/648437_1.jpg,face_crops/648437_1.jpg,cropped
644398,downloaded_images/644398_1.jpg,face_crops/644398_1.jpg,cropped
648207,downloaded_images/648207_1.jpg,face_crops/648207_1.jpg,cropped
648242,downloaded_images/648242_1.jpg,face_crops/648242_1.jpg,cropped
647357,downloaded_images/647357_1.jpg,face_crops/647357_1.jpg,cropped
645064,downloaded_images/645064_1.jpg,face_crops/645064_1.jpg,cropped
645827,downloaded_images/645827_1.jpg,face_crops/645827_1.jpg,cropped
646357,downloaded_images/646357_1.jpg,face_crops/646357_1.jpg,cropped
646312,downloaded_images/646312_1.jpg,face_crops/646312_1.jpg,cropped
645099,downloaded_images/645099_1.jpg,face_crops/645099_1.jpg,cropped
645288,downloaded_images/645288_17.jpg,face_crops/645288_17.jpg,cropped
645365,downloaded_images/645365_1.jpg,face_crops/645365_1.jpg,cropped
647850,downloaded_images/647850_1.jpg,face_crops/647850_1.jpg,cropped
646815,downloaded_images/646815_1.jpg,face_crops/646815_1.jpg,cropped
645343,downloaded_images/645343_2.jpg,face_crops/645343_2.jpg,cropped
646850,downloaded_images/646850_1.jpg,face_crops/646850_1.jpg,cropped
649087,downloaded_images/649087_1.jpg,face_crops/649087_1.jpg,cropped
648456,downloaded_images/648456_1.jpg,face_crops/648456_1.jpg,cropped
645118,downloaded_images/645118_1.jpg,face_crops/645118_1.jpg,cropped
648087,downloaded_images/648087_1.jpg,face_crops/648087_1.jpg,cropped
647994,downloaded_images/647994_1.jpg,face_crops/647994_1.jpg,cropped
645288,downloaded_images/645288_16.jpg,face_crops/645288_16.jpg,cropped
646994,downloaded_images/646994_1.jpg,face_crops/646994_1.jpg,cropped
644635,downloaded_images/644635_1.jpg,face_crops/644635_1.jpg,cropped
645219,downloaded_images/645219_1.jpg,face_crops/645219_1.jpg,cropped
647969,downloaded_images/647969_1.jpg,face_crops/647969_1.jpg,cropped
646664,downloaded_images/646664_2.jpg,face_crops/646664_2.jpg,cropped
647607,downloaded_images/647607_1.jpg,face_crops/647607_1.jpg,cropped
647642,downloaded_images/647642_1.jpg,face_crops/647642_1.jpg,cropped
646607,downloaded_images/646607_1.jpg,face_crops/646607_1.jpg,cropped
644534,downloaded_images/644534_1.jpg,face_crops/644534_1.jpg,cropped
647072,downloaded_images/647072_1.jpg,face_crops/647072_1.jpg,cropped
645790,downloaded_images/645790_1.jpg,face_crops/645790_1.jpg,cropped
647037,downloaded_images/647037_1.jpg,face_crops/647037_1.jpg,cropped
646831,downloaded_images/646831_1.jpg,face_crops/646831_1.jpg,cropped
647852,downloaded_images/647852_2.jpg,face_crops/647852_2.jpg,cropped
644790,downloaded_images/644790_1.jpg,face_crops/644790_1.jpg,cropped
649122,downloaded_images/649122_1.jpg,face_crops/649122_1.jpg,cropped
644429,downloaded_images/644429_1.jpg,face_crops/644429_1.jpg,cropped
648947,downloaded_images/648947_2.jpg,face_crops/648947_2.jpg,cropped
648961,downloaded_images/648961_1.jpg,face_crops/648961_1.jpg,cropped
648924,downloaded_images/648924_1.jpg,face_crops/648924_1.jpg,cropped
645846,downloaded_images/645846_1.jpg,face_crops/645846_1.jpg,cropped
644803,downloaded_images/644803_1.jpg,face_crops/644803_1.jpg,cropped
644757,downloaded_images/644757_19.jpg,face_crops/644757_19.jpg,cropped
644728,downloaded_images/644728_1.jpg,face_crops/644728_1.jpg,cropped
649266,downloaded_images/649266_1.jpg,face_crops/649266_1.jpg,cropped
648223,downloaded_images/648223_1.jpg,face_crops/648223_1.jpg,cropped
648533,downloaded_images/648533_1.jpg,face_crops/648533_1.jpg,cropped
646115,downloaded_images/646115_3.jpg,face_crops/646115_3.jpg,cropped
648701,downloaded_images/648701_15.jpg,face_crops/648701_15.jpg,cropped
644715,downloaded_images/644715_1.jpg,face_crops/644715_1.jpg,cropped
644381,downloaded_images/644381_1.jpg,face_crops/644381_1.jpg,cropped
647463,downloaded_images/647463_1.jpg,face_crops/647463_1.jpg,cropped
647849,downloaded_images/647849_1.jpg,face_crops/647849_1.jpg,cropped
646251,downloaded_images/646251_3.jpg,face_crops/646251_3.jpg,cropped
646069,downloaded_images/646069_2.jpg,face_crops/646069_2.jpg,cropped
645339,downloaded_images/645339_1.jpg,face_crops/645339_1.jpg,cropped
646849,downloaded_images/646849_1.jpg,face_crops/646849_1.jpg,cropped
646242,downloaded_images/646242_9.jpg,face_crops/646242_9.jpg,cropped
644414,downloaded_images/644414_1.jpg,face_crops/644414_1.jpg,cropped
644886,downloaded_images/644886_1.jpg,face_crops/644886_1.jpg,cropped
